from,starting label,QID,label,depth,target
Q38076,McDonald’s,Q507443,pharmaceutical industry,2,0
Q38076,McDonald’s,Q22687,bank,2,0
Q38076,McDonald’s,Q108915260,sexual entertainment venue,2,0
Q38076,McDonald’s,Q1757263,moving company,2,0
Q38076,McDonald’s,Q1116826,private security company,2,0
Q38076,McDonald’s,Q3579160,newspaper publisher,2,0
Q38076,McDonald’s,Q1817883,furniture manufacturer,2,0
Q38076,McDonald’s,Q60770436,Deep tech,2,0
Q38076,McDonald’s,Q8007048,nail salon,2,0
Q38076,McDonald’s,Q5466628,for-profit corporation,2,1
Q38076,McDonald’s,Q1137109,video game publisher,2,0
Q38076,McDonald’s,Q2990216,mining company,2,0
Q38076,McDonald’s,Q613142,law firm,2,0
Q38076,McDonald’s,Q102167691,Communist Chinese Military Companies,2,0
Q38076,McDonald’s,Q97579135,piano manufacturing company,2,0
Q38076,McDonald’s,Q27555350,entreprise de génie civil,2,0
Q38076,McDonald’s,Q18127,record label,2,0
Q38076,McDonald’s,Q29885033,cosmetics manufacturer,2,0
Q38076,McDonald’s,Q7257732,public electricity supplier,2,0
Q38076,McDonald’s,Q291240,car rental company,2,0
Q38076,McDonald’s,Q1406985,transmission system operator for gas,2,0
Q548319,kouign-amann,Q13276,cake,1,1
Q548319,kouign-amann,Q7802,bread,1,1
Q1224715,dblp computer science bibliography,Q193424,web service,1,1
Q1224715,dblp computer science bibliography,Q35127,website,1,1
Q1224715,dblp computer science bibliography,Q43229,organization,1,1
Q1224715,dblp computer science bibliography,Q1789476,bibliographic database,1,1
Q1224715,dblp computer science bibliography,Q19967801,online service,2,1
Q1224715,dblp computer science bibliography,Q27881073,fake news website,2,0
Q1224715,dblp computer science bibliography,Q1482252,Semantic Web Service,2,0
Q1224715,dblp computer science bibliography,Q25380332,Kiev Archaeographic Commission,2,0
Q1224715,dblp computer science bibliography,Q1149226,web chat,2,0
Q1224715,dblp computer science bibliography,Q20653619,Zone to Defend,2,0
Q1224715,dblp computer science bibliography,Q1436061,Coopérative d'utilisation de matériel agricole,2,0
Q1224715,dblp computer science bibliography,Q16519632,scientific organization,2,1
Q8333,Federal Bureau of Investigation,Q20858006,federal law enforcement agency of the United States,1,1
Q8333,Federal Bureau of Investigation,Q20857065,United States federal agency,1,1
Q8333,Federal Bureau of Investigation,Q47913,intelligence agency,1,1
Q30299483,Inria Nancy - Grand-Est research centre,Q483242,laboratory,1,1
Q30299483,Inria Nancy - Grand-Est research centre,Q13226383,facility,1,1
Q30299483,Inria Nancy - Grand-Est research centre,Q7315155,research center,1,1
Q30299483,Inria Nancy - Grand-Est research centre,Q67140793,nursery,2,0
Q30299483,Inria Nancy - Grand-Est research centre,Q47524436,swimming area,2,0
Q30299483,Inria Nancy - Grand-Est research centre,Q89578131,radar station,2,0
Q30299483,Inria Nancy - Grand-Est research centre,Q11560645,waste management facility,2,0
Q30299483,Inria Nancy - Grand-Est research centre,Q57504458,port infrastructure,2,0
Q30299483,Inria Nancy - Grand-Est research centre,Q47519912,bicycle repair station,2,0
Q30299483,Inria Nancy - Grand-Est research centre,Q57951700,research site,2,1
Q35996,Mazda,Q431289,brand,1,1
Q35996,Mazda,Q891723,public company,1,1
Q35996,Mazda,Q10429667,car brand,1,1
Q35996,Mazda,Q786820,automobile manufacturer,1,1
Q168403,myopia,Q55789206,syndromic myopia,1,1
Q168403,myopia,Q470427,refractive error,1,1
Q168403,myopia,Q737460,visual impairment,1,1
Q168403,myopia,Q18554189,degenerative myopia,1,1
Q168403,myopia,Q2634782,low vision,2,1
Q168403,myopia,Q177895,astigmatism,2,1
Q168403,myopia,Q2470609,Wagner's disease,2,1
Q168403,myopia,Q18554630,irregular astigmatism,3,1
Q7935239,Virtuoso Universal Server,Q3539533,triplestore,1,1
Q7935239,Virtuoso Universal Server,Q3932296,relational database management system,1,1
Q7935239,Virtuoso Universal Server,Q1130645,open-source software,1,1
Q7935239,Virtuoso Universal Server,Q215819,Microsoft SQL Server,2,1
Q7935239,Virtuoso Universal Server,Q319417,SQLite,2,1
Q3214499,LORIA,Q3550864,mixed research unit,1,1
Q392500,Agence Nationale de la Recherche,Q3244038,public establishment of an administrative nature,1,1
Q392500,Agence Nationale de la Recherche,Q3591561,public cultural cooperation establishment,2,0
Q392500,Agence Nationale de la Recherche,Q2826708,Agence régionale de santé,2,0
Q392500,Agence Nationale de la Recherche,Q18706221,district,2,0
Q392500,Agence Nationale de la Recherche,Q3006228,crédit municipal,2,0
Q392500,Agence Nationale de la Recherche,Q423790,urban community,2,0
Q392500,Agence Nationale de la Recherche,Q3412210,pôle métropolitain,2,0
Q392500,Agence Nationale de la Recherche,Q423785,community of communes,2,0
Q392500,Agence Nationale de la Recherche,Q51704864,national public establishment of an administrative nature,2,1
Q392500,Agence Nationale de la Recherche,Q20089159,pôle d'équilibre territorial et rural,2,0
Q83363,jeans,Q3237209,Levi's 501,1,1
Q83363,jeans,Q39908,trousers,1,1
Q83363,jeans,Q17119191,ripped jeans,1,1
Q83363,jeans,Q3377759,Wide leg jeans,1,1
Q83363,jeans,Q18088270,dress trousers,2,1
Q83363,jeans,Q3530132,tobi trousers,2,1
Q83363,jeans,Q1074407,chinos,2,1
Q83363,jeans,Q618998,skinny jeans,2,1
Q83363,jeans,Q15133790,culottes,2,0
Q83363,jeans,Q7133943,parachute pants,2,0
Q6588,Périgueux,Q484170,commune of France,1,1
Q174320,oscilloscope,Q2425052,electrical appliance,1,1
Q174320,oscilloscope,Q2041172,measuring instrument,1,1
Q174320,oscilloscope,Q831990,electrical part,2,0
Q614362,Orange Livebox,Q3407440,wireless router,1,1
Q614362,Orange Livebox,Q1155692,DSL modem,1,1
Q614362,Orange Livebox,Q2424752,product,1,1
Q614362,Orange Livebox,Q11228705,L-03E,2,1
Q614362,Orange Livebox,Q2877513,BT Home Hub,2,1
Q614362,Orange Livebox,Q11191179,BF-01D,2,1
Q223127,Logitech,Q6881511,enterprise,1,1
Q223127,Logitech,Q4830453,business,1,1
Q223127,Logitech,Q431289,brand,1,1
Q223127,Logitech,Q891723,public company,1,1
Q223127,Logitech,Q18388277,technology company,1,1
Q223127,Logitech,Q1058914,software company,2,1
Q223127,Logitech,Q13637823,Independent hardware vendor,2,1
Q28406404,Microsoft Teams,Q28051323,video-conferencing software,1,1
Q28406404,Microsoft Teams,Q2462003,instant messaging client,1,1
Q28406404,Microsoft Teams,Q474157,collaborative software,1,1
Q28406404,Microsoft Teams,Q19967801,online service,1,1
Q28406404,Microsoft Teams,Q734413,LAN messenger,2,0
Q28406404,Microsoft Teams,Q7705753,test automation management tool,2,0
Q28406404,Microsoft Teams,Q15548100,free instant messaging client,2,1
Q28406404,Microsoft Teams,Q12313595,collaborative real-time editor,2,1
Q28406404,Microsoft Teams,Q28135300,Workplace from Meta,2,0
Q207472,Toto,Q5741069,rock group,1,1
Q864693,chicken meat,Q10990,meat,1,1
Q864693,chicken meat,Q56311389,Poulet des Cévennes,1,1
Q864693,chicken meat,Q18087876,poultry,1,1
Q864693,chicken meat,Q4200953,turkey meat,2,1
Q864693,chicken meat,Q5752993,donkey meat,2,0
Q864693,chicken meat,Q542042,duck meat,2,1
Q864693,chicken meat,Q14473756,poussin,2,1
Q209330,Instagram,Q2721136,image hosting service,1,1
Q209330,Instagram,Q35127,website,1,1
Q209330,Instagram,Q620615,mobile app,1,1
Q209330,Instagram,Q3220391,social networking service,1,1
Q209330,Instagram,Q559856,online video platform,1,1
Q209330,Instagram,Q110643339,adult tube site,2,0
Q209330,Instagram,Q60784896,Internet audio-visual programming service provider,2,0
Q1847641,human facial hair,Q15179,moustache,1,1
Q1847641,human facial hair,Q1784017,secondary sex characteristic,1,1
Q1847641,human facial hair,Q43748,eyebrow,1,0
Q1847641,human facial hair,Q18534278,facial feature,1,1
Q1847641,human facial hair,Q3326291,handlebar moustache,2,1
Q1847641,human facial hair,Q17141430,pencil moustache,2,1
Q1847641,human facial hair,Q7963760,walrus moustache,2,1
Q1847641,human facial hair,Q17013040,Facial symmetry,2,0
Q1847641,human facial hair,Q5906082,horseshoe moustache,2,1
Q1847641,human facial hair,Q1790542,pattes d'oie,2,0
Q1847641,human facial hair,Q5506845,Fu Manchu moustache,2,1
Q1847641,human facial hair,Q1068553,facial skeleton,2,0
Q1847641,human facial hair,Q5431487,fake moustache,2,1
Q1847641,human facial hair,Q5428568,facial resemblance,2,0
Q244030,Diablo III,Q7889,video game,1,1
Q244030,Diablo III,Q6895044,multiplayer video game,2,1
Q244030,Diablo III,Q6561427,console game,2,1
Q244030,Diablo III,Q54767,puzzle video game,2,0
Q244030,Diablo III,Q4485157,PC game,2,1
Q244030,Diablo III,Q78444225,Star Trek video game,2,0
Q201664,bracelet,Q7538697,Slap bracelet,1,1
Q201664,bracelet,Q7120070,POW bracelet,1,1
Q201664,bracelet,Q4470686,decoration,1,1
Q201664,bracelet,Q16839772,Gel bracelet,1,1
Q201664,bracelet,Q488720,charm bracelet,1,1
Q201664,bracelet,Q1455890,friendship bracelet,1,1
Q201664,bracelet,Q3575260,bijou,1,1
Q201664,bracelet,Q46847,ring,2,1
Q201664,bracelet,Q2111434,pendant,2,1
Q201664,bracelet,Q161439,jewelry,2,1
Q201664,bracelet,Q11796413,decoration,2,1
Q1200183,Fiber to the home,Q121359,infrastructure,1,1
Q1200183,Fiber to the home,Q586034,Fiber to the x,1,1
Q1200183,Fiber to the home,Q7257917,Public infrastructure,2,1
Q1200183,Fiber to the home,Q594593,IT infrastructure,2,1
Q1200183,Fiber to the home,Q1438053,research infrastructure,2,0
Q1200183,Fiber to the home,Q1817119,ICT infrastructure,2,0
Q1200183,Fiber to the home,Q108792154,hydro-electric power scheme,2,0
Q1200183,Fiber to the home,Q3456887,logistic network,2,0
Q1200183,Fiber to the home,Q15411548,computing infrastructure,2,0
Q1200183,Fiber to the home,Q1144084,utility pole,2,0
Q1200183,Fiber to the home,Q10677200,municipal broadband,2,0
Q23572,Game of Thrones,Q5398426,television series,1,1
Q337535,Steam,Q81989119,video game distribution platform,1,1
Q337535,Steam,Q58199,instant messaging,1,1
Q337535,Steam,Q192532,digital rights management,1,0
Q337535,Steam,Q1334294,software repository,1,1
Q337535,Steam,Q3559933,Live support software,2,0
Q337535,Steam,Q4110622,videochat,2,0
Q337535,Steam,Q8048052,Yamigo,2,0
Q9798,saxophone,Q181247,woodwind instrument,1,1
Q9798,saxophone,Q55738874,single clarinets with conical bore,1,1
Q8548,Dijkstra's algorithm,Q8366,algorithm,1,1
Q8548,Dijkstra's algorithm,Q30503704,graph algorithm,1,1
Q8548,Dijkstra's algorithm,Q504353,greedy algorithm,1,1
Q8548,Dijkstra's algorithm,Q21595855,pathfinding algorithm,1,1
Q8548,Dijkstra's algorithm,Q179613,flooding algorithm,2,0
Q8548,Dijkstra's algorithm,Q11660,artificial intelligence,2,1
Q8548,Dijkstra's algorithm,Q4443425,uninformed search algorithm,2,1
Q1146208,Institut National de Recherche en Informatique et en Automatique,Q13582798,Public Scientific and Technical Research Establishment,1,1
Q2,Earth,Q128207,terrestrial planet,1,1
Q2,Earth,Q3504248,inner planet of the Solar System,1,1
Q2,Earth,Q82794,geographic region,1,1
Q2,Earth,Q486972,human settlement,2,1
Q2,Earth,Q198782,tropical cyclone basin,2,0
Q2,Earth,Q10535394,informal region,2,0
Q2,Earth,Q205895,landmass,2,1
Q2,Earth,Q1140140,mainland,2,0
Q2,Earth,Q947362,zone de protection paysagère de Sopron,2,0
Q2,Earth,Q2670101,Earth analog,2,1
Q2,Earth,Q327757,super-Earth,2,1
Q2,Earth,Q399984,hemisphere of the Earth,2,1
Q2,Earth,Q15129745,sub-Earth,2,1
Q2,Earth,Q1200957,tourist destination,2,0
Q2,Earth,Q7925010,vice-county,2,0
Q14922,table football,Q1368898,game of skill,1,1
Q14922,table football,Q1637219,speedcubing,2,0
Q14922,table football,Q2904494,birinic,2,0
Q14922,table football,Q21426954,bague en boghei,2,0
Q14922,table football,Q1302771,Egg-and-spoon race,2,0
Q14922,table football,Q1342518,Penny football,2,1
Q14922,table football,Q21503645,lancer de sabot de Pont-Aven,2,0
Q14922,table football,Q895060,boules,2,0
Q95,Google,Q891723,public company,1,1
Q95,Google,Q18388277,technology company,1,1
Q95,Google,Q4830453,business,1,1
Q95,Google,Q1058914,software company,2,1
Q95,Google,Q13637823,Independent hardware vendor,2,1
Q1636958,Xiaomi,Q891723,public company,1,1
Q1636958,Xiaomi,Q167037,corporation,1,1
Q1636958,Xiaomi,Q4830453,business,1,1
Q1636958,Xiaomi,Q76384698,ammunication factory,2,0
Q1636958,Xiaomi,Q1057214,private military company,2,0
Q1636958,Xiaomi,Q8303885,trust company,2,0
Q1636958,Xiaomi,Q7311343,religious corporation,2,0
Q1636958,Xiaomi,Q1186164,corporate spin-off,2,0
Q1636958,Xiaomi,Q745829,Yagi-Uda antenna,2,0
Q1636958,Xiaomi,Q75971206,private tax collector,2,0
Q1636958,Xiaomi,Q69574371,bicycle part manufacturing company,2,0
Q1636958,Xiaomi,Q161726,multinational corporation,2,1
Q1636958,Xiaomi,Q27043907,yoga studio,2,0
Q1636958,Xiaomi,Q59545,labour hire,2,0
Q1636958,Xiaomi,Q2401749,telecommunication company,2,1
Q1636958,Xiaomi,Q1116826,private security company,2,0
Q1636958,Xiaomi,Q3055260,French company,2,0
Q1636958,Xiaomi,Q41617857,plug compatible manufacturer,2,0
Q1636958,Xiaomi,Q101049500,Biscuiterie,2,0
Q1636958,Xiaomi,Q76362921,saw blade factory,2,0
Q1636958,Xiaomi,Q110484183,cigarette company,2,0
Q1636958,Xiaomi,Q216931,advertising agency,2,0
Q1636958,Xiaomi,Q27038993,food establishment,2,0
Q1636958,Xiaomi,Q672070,photographic studio,2,0
Q1636958,Xiaomi,Q30022,coffeehouse,2,0
Q1636958,Xiaomi,Q6819536,merit shop,2,0
Q1636958,Xiaomi,Q3537883,Transporteur routier,2,0
Q1636958,Xiaomi,Q5225895,public limited company,2,0
Q1636958,Xiaomi,Q2590801,commercial cleaning,2,0
Q2905238,BlaBlaCar,Q783794,company,1,1
Q2905238,BlaBlaCar,Q3391957,online community platform,1,1
Q38695,cooking,Q16920758,food and drink preparation,1,1
Q38695,cooking,Q19862406,business,1,1
Q38695,cooking,Q61788060,human activity,1,1
Q38695,cooking,Q17082653,candy making,2,1
Q1437394,formal concept analysis,Q185698,methodology,1,1
Q1437394,formal concept analysis,Q2670999,investment strategy,2,0
Q1437394,formal concept analysis,Q1193625,social science methodology,2,0
Q1437394,formal concept analysis,Q1378470,software development methodology,2,0
Q1437394,formal concept analysis,Q179012,project management,2,0
Q1437394,formal concept analysis,Q2292993,design method,2,0
Q1437394,formal concept analysis,Q21045430,inferring horizontal gene transfer,2,0
Q1437394,formal concept analysis,Q1196545,historical method,2,0
Q1437394,formal concept analysis,Q65938634,quality control method,2,0
Q76592,combinatorics,Q2985062,analytic combinatorics,1,1
Q76592,combinatorics,Q336787,enumerative combinatorics,1,1
Q76592,combinatorics,Q5535478,geometric combinatorics,1,1
Q76592,combinatorics,Q6029708,Infinitary combinatorics,1,1
Q76592,combinatorics,Q3532114,combinatorial topology,1,1
Q76592,combinatorics,Q56313053,Additive combinatorics,1,1
Q76592,combinatorics,Q1936384,area of mathematics,1,1
Q76592,combinatorics,Q5422299,extremal combinatorics,1,1
Q76592,combinatorics,Q1005603,algebraic combinatorics,1,1
Q280413,National Center for Scientific Research,Q13582798,Public Scientific and Technical Research Establishment,1,1
Q280413,National Center for Scientific Research,Q31855,research institute,1,1
Q280413,National Center for Scientific Research,Q3726309,state research institution,1,1
Q280413,National Center for Scientific Research,Q45400320,open-access publisher,1,1
Q280413,National Center for Scientific Research,Q20820271,graduate school,2,0
Q17130715,Slack,Q620615,mobile app,1,1
Q17130715,Slack,Q2462003,instant messaging client,1,1
Q17130715,Slack,Q166142,application,1,1
Q17130715,Slack,Q43229,organization,1,1
Q17130715,Slack,Q96196009,state (former or current),2,0
Q17130715,Slack,Q15548100,free instant messaging client,2,1
Q17130715,Slack,Q58542,multi protocol instant messaging clients,2,1
Q17130715,Slack,Q65177617,Unification movement (Unification Church),2,0
Q17130715,Slack,Q10417670,IRC client,2,1
Q17130715,Slack,Q3023650,social rental office,2,0
Q17130715,Slack,Q63477924,mission régionale d'autorité environnementale,2,0
Q17130715,Slack,Q87712822,moral subject of administrative law in France,2,0
Q17130715,Slack,Q1132944,Science shop,2,0
Q17130715,Slack,Q2401485,expedition,2,0
Q17130715,Slack,Q15505266,Login manager,2,0
Q777,Google Chrome,Q6368,web browser,1,1
Q777,Google Chrome,Q845620,mobile browser,1,1
Q777,Google Chrome,Q266990,Netscape,2,1
Q777,Google Chrome,Q18348827,headless browser,2,0
Q777,Google Chrome,Q18156733,surf,2,1
Q777,Google Chrome,Q15477174,web browser based on Firefox,2,1
Q777,Google Chrome,Q7708379,text-based web browser,2,1
Q777,Google Chrome,Q13733263,Internet Explorer 11,2,1
Q777,Google Chrome,Q900604,addres,2,0
Q180704,Iron Man,Q15632617,fictional human,1,1
Q180704,Iron Man,Q15773347,film character,1,1
Q180704,Iron Man,Q1114461,comics character,1,1
